source,target,relationship,weight
openai/codex#24409,CLI,has_label,1
openai/codex#24408,bug,has_label,1
openai/codex#24408,windows-os,has_label,1
openai/codex#24408,app,has_label,1
openai/codex#24408,app-server,has_label,1
openai/codex#24383,bug,has_label,1
openai/codex#24383,windows-os,has_label,1
openai/codex#24383,app,has_label,1
openai/codex#18341,bug,has_label,1
openai/codex#18341,app,has_label,1
openai/codex#21128,bug,has_label,1
openai/codex#21128,app,has_label,1
openai/codex#21128,session,has_label,1
openai/codex#20182,bug,has_label,1
openai/codex#20182,extension,has_label,1
openai/codex#24365,bug,has_label,1
openai/codex#24365,auth,has_label,1
openai/codex#24365,CLI,has_label,1
openai/codex#24406,bug,has_label,1
openai/codex#24406,app,has_label,1
openai/codex#12564,enhancement,has_label,1
openai/codex#12564,extension,has_label,1
openai/codex#24369,bug,has_label,1
openai/codex#24369,CLI,has_label,1
openai/codex#24369,tool-calls,has_label,1
openai/codex#24369,session,has_label,1
openai/codex#24388,bug,has_label,1
openai/codex#24388,CLI,has_label,1
openai/codex#24388,context,has_label,1
openai/codex#24388,session,has_label,1
openai/codex#24403,bug,has_label,1
openai/codex#24403,windows-os,has_label,1
openai/codex#24403,context,has_label,1
openai/codex#24403,app,has_label,1
openai/codex#24389,bug,has_label,1
openai/codex#24389,mcp,has_label,1
openai/codex#24389,tool-calls,has_label,1
openai/codex#24389,app,has_label,1
openai/codex#24389,subagent,has_label,1
openai/codex#24372,bug,has_label,1
openai/codex#24372,context,has_label,1
openai/codex#24372,app,has_label,1
openai/codex#24372,performance,has_label,1
openai/codex#24325,enhancement,has_label,1
openai/codex#24325,extension,has_label,1
openai/codex#24325,sandbox,has_label,1
openai/codex#24287,bug,has_label,1
openai/codex#24287,app,has_label,1
openai/codex#24287,session,has_label,1
openai/codex#24287,app-server,has_label,1
openai/codex#24404,bug,has_label,1
openai/codex#24404,windows-os,has_label,1
openai/codex#24404,app,has_label,1
openai/codex#24404,app-server,has_label,1
openai/codex#19694,bug,has_label,1
openai/codex#19694,custom-model,has_label,1
openai/codex#19694,app,has_label,1
openai/codex#19694,config,has_label,1
openai/codex#19694,app-server,has_label,1
openai/codex#23865,bug,has_label,1
openai/codex#23865,app,has_label,1
openai/codex#23865,app-server,has_label,1
openai/codex#23865,remote,has_label,1
openai/codex#24272,bug,has_label,1
