source,target,relationship,weight
user_aliljet,hn_46985151,commented_on_story,1
user_alkonaut,hn_39168105,commented_on_story,1
user_allthenopes25,hn_44031432,commented_on_story,1
user_alluro2,hn_45053764,commented_on_story,1
user_alokjnv10,hn_36326525,commented_on_story,1
user_alphabet9000,hn_35657982,commented_on_story,1
user_alphazard,hn_43739037,commented_on_story,1
user_alsodumb,hn_35152851,commented_on_story,1
user_altern8,hn_46765460,commented_on_story,1
user_alvatar,hn_46734302,commented_on_story,1
user_alvis,hn_44031432,commented_on_story,1
user_alwillis,hn_44713757,commented_on_story,1
user_alyxya,hn_46318852,commented_on_story,1
user_am17an,hn_28131745,commented_on_story,1
user_amai,hn_47495527,commented_on_story,1
user_amalive,hn_28131745,commented_on_story,1
user_amangsingh,hn_47597085,commented_on_story,1
user_amarant,hn_47664912,commented_on_story,1
user_amarka,hn_46542036,commented_on_story,1
user_ambicapter,hn_47240736,commented_on_story,1
user_amelius,hn_32327711,commented_on_story,1
user_amelius,hn_44542880,commented_on_story,3
user_amelius,hn_44742251,commented_on_story,1
user_amelius,hn_46542036,commented_on_story,1
user_amendegree,hn_43613194,commented_on_story,1
user_amirathi,hn_31825742,commented_on_story,1
user_amrrs,hn_28131745,commented_on_story,1
user_amrrs,hn_28191362,commented_on_story,1
user_amusingimpala75,hn_33485544,commented_on_story,1
user_amw-zero,hn_28402544,commented_on_story,1
user_an1sotropy,hn_33226515,commented_on_story,1
user_an1sotropy,hn_33457063,commented_on_story,1
user_andai,hn_46765460,commented_on_story,1
user_andai,hn_47622436,commented_on_story,1
user_andai,hn_47762901,commented_on_story,1
user_andai,hn_47768133,commented_on_story,1
user_anderslaub,hn_43410866,commented_on_story,1
user_andrewstuart,hn_43735550,commented_on_story,1
user_andrewstuart,hn_44864185,commented_on_story,1
user_androng,hn_43815033,commented_on_story,1
user_andsoitis,hn_42963279,commented_on_story,1
user_andy99,hn_43988315,commented_on_story,1
user_andy_ppp,hn_43613194,commented_on_story,1
user_anigbrowl,hn_45722635,commented_on_story,1
user_anjit6,hn_35083093,commented_on_story,1
user_anoek,hn_44675557,commented_on_story,1
user_anonymid,hn_45416228,commented_on_story,1
user_anonymousiam,hn_45163362,commented_on_story,1
user_anonzzzies,hn_43739037,commented_on_story,1
user_anonzzzies,hn_44811567,commented_on_story,1
user_anonzzzies,hn_45320431,commented_on_story,1
user_anotherpaulg,hn_36495680,commented_on_story,1
user_anotherpaulg,hn_43163011,commented_on_story,1
